-0.62064,0.76899,0.50713,-0.39108,0.82919,0.095969,0.32488,1,-1,0.60093,0.54333,-0.32878,0.33868,0.079665,0.31179,TB
0.81184,0.85981,0.85673,0.66796,0.81874,0.62548,1,-0.64213,-0.78712,0.16466,-0.078302,-1,0.85633,-0.48205,0.25244,TB
0.37784,0.59532,0.68193,0.77369,0.95722,0.47278,1,-0.25732,-0.75312,-0.077148,-0.20652,-1,0.77089,-0.4742,0.4546,TB
0.56657,0.79289,1,0.85302,0.9474,0.4663,0.98495,-0.60853,-0.93355,-0.39112,-1,-0.79428,0.64719,-0.77525,0.18065,TB
0.63957,0.72578,0.74582,0.36289,0.94445,0.59077,1,-0.40664,-0.94135,0.34007,-0.15093,-1,0.79391,-0.2893,0.21035,TB
0.76766,0.87233,0.83641,0.89899,1,0.74944,0.99129,-0.57089,-1,0.083343,-0.056104,-0.9945,0.8401,-0.64056,0.69611,TB
0.77576,0.86557,0.95752,0.54348,0.93608,0.68993,1,-0.30413,-0.8182,0.080961,-0.28939,-1,0.95436,-0.24441,0.46974,TB
0.62331,1,0.91347,0.64019,0.82364,0.42434,0.98654,-0.41287,-0.6212,0.30189,0.40982,-1,0.71889,-0.6298,0.086743,TB
0.27171,0.87681,0.7213,0.3899,0.89135,0.21208,1,-0.2844,-0.37456,-0.13487,-0.52799,-1,0.68627,-0.66513,0.44607,TB
0.61199,0.9372,0.84649,0.52974,0.92945,0.49972,1,-0.55775,-0.88487,-0.018521,-0.70529,-1,0.92081,-0.88615,0.62925,TB
0.59027,0.89962,0.80163,0.70345,0.9418,0.6913,1,-0.4318,-1,0.46472,0.38092,-0.95393,0.8682,-0.7903,-0.0010018,TB
0.76813,0.92353,0.95216,0.66292,0.8837,0.62337,1,-0.48835,-0.70673,0.064071,-0.12968,-1,0.65621,-0.65951,0.45746,TB
0.60273,0.85853,0.75343,0.74632,0.99961,0.65786,1,-0.39856,-0.89271,0.041868,-0.27994,-1,0.94313,-0.50864,0.40832,TB
0.33058,0.63392,0.88677,0.70857,0.94978,0.28226,1,-0.29544,-0.37189,0.066798,-0.27859,-1,0.77032,-0.33045,0.4498,TB
1,0.73001,0.83184,0.72749,0.56375,0.59269,0.94041,-0.48622,-0.72898,0.016715,0.50221,-1,0.56097,-0.91596,0.10621,TB
0.14693,0.58716,0.67491,0.4905,1,0.24746,0.94646,-0.12544,-0.64365,0.036794,0.094477,-1,0.66797,-0.72026,-0.16578,TB
0.60102,0.98965,0.96864,0.56173,0.73825,0.35517,1,-0.32132,-0.35544,0.0015185,-0.59401,-0.75435,0.56739,-1,0.29107,TB
0.51046,0.69018,0.82942,0.83314,0.92804,0.44161,1,-0.65133,-0.9043,0.029632,0.1787,-1,0.77993,-0.47309,0.51834,TB
0.62211,0.99656,0.84939,0.66091,0.95531,0.58302,1,-0.38037,-0.80233,0.19229,0.44189,-1,0.72667,-0.70273,0.092924,TB
0.80037,0.71737,0.99689,0.46942,0.79396,0.57157,0.91218,-0.28519,-0.59823,0.11121,-0.20192,-1,1,-0.19697,-0.005472,TB
0.50159,1,0.85805,0.49943,0.88031,0.40546,0.9539,-0.47281,-0.61978,0.41273,0.53773,-1,0.83685,-0.39163,0.45367,TB
0.55418,0.87199,0.91662,0.69967,0.97105,0.55065,1,-0.29682,-0.75649,-0.15921,-0.51431,-1,0.79065,-0.59158,0.33896,TB
0.64051,0.7838,0.93623,0.86026,0.97741,0.56634,0.97878,-0.53575,-1,0.16727,-0.53455,-0.91783,1,-0.73263,0.27543,TB
0.46664,0.5753,0.81436,0.87301,1,0.43283,0.98231,-0.39529,-0.76072,0.092809,-0.49383,-0.78952,0.90089,-1,0.29047,TB
0.37852,0.94895,0.76536,0.4326,0.88301,0.21501,1,-0.44125,-0.77083,0.024571,-0.65285,-1,0.6442,-0.93307,-0.76572,TB
0.86776,0.60632,1,0.75395,0.77142,0.93533,0.91978,-0.42574,-1,-0.10722,-0.60762,-0.89652,0.72423,-0.789,0.31217,TB
0.99112,0.90367,0.99361,1,0.79656,0.80909,0.94992,-0.35218,-0.66358,0.48744,-0.023294,-1,0.88841,-0.11123,0.5625,TB
0.84041,0.90279,0.99662,0.62759,0.91969,0.71732,1,-0.53394,-0.86315,0.0054534,0.034159,-1,0.7929,-0.51112,0.64288,TB
-0.16827,0.69597,0.66993,-0.49471,0.62888,-0.47094,1,0.057411,0.0010108,-0.20281,-1,-0.97776,0.79622,-0.55008,-0.16047,TB
0.39992,0.59934,0.72804,0.068979,0.7417,0.20791,1,-0.22319,-0.49401,-0.018438,-0.58911,-1,0.34859,0.014745,-0.34753,TB
0.90269,0.51526,0.81946,0.6363,0.66801,0.90239,1,-0.38581,-1,-0.13779,-0.56028,-0.95664,0.51341,-0.37329,-0.085212,TB
0.54501,1,0.79003,0.53058,0.8801,0.47938,0.928,-0.38043,-0.3768,0.45054,0.20054,-1,0.90896,-0.67979,0.22387,TB
0.93696,0.81242,1,0.72748,0.59387,0.5708,0.86352,-0.50569,-0.42212,0.031421,-0.020846,-1,0.71248,-0.80413,0.286,TB
0.93163,0.90194,1,0.76448,0.85801,0.76357,0.98968,-0.54152,-0.84628,0.18086,0.021818,-1,0.7974,-0.82896,0.71239,TB
0.86124,0.7959,0.99286,0.63289,0.86297,0.69712,1,-0.59063,-0.90406,0.26502,0.21105,-1,0.90659,-0.84032,0.4484,TB
0.52804,0.94413,0.88558,0.60051,0.89764,0.4758,1,-0.27993,-0.6875,0.045684,-0.19777,-1,0.77901,-0.51726,0.17258,TB
0.38567,0.84486,0.92718,0.55104,1,0.39474,0.96491,-0.193,-0.69426,0.10872,0.075164,-1,0.83414,-0.55825,0.10536,TB
0.28994,0.51134,0.65051,0.76274,0.95931,0.35962,1,-0.54576,-0.75046,-0.038368,-0.37175,-1,0.9031,-0.64243,0.51905,TB
-0.18065,0.80689,0.3327,-0.028806,0.75584,0.025949,1,-0.33465,-0.90763,0.097759,-0.30419,-1,0.4208,-0.05327,-0.40499,TB
0.90556,0.79312,1,0.8986,0.74021,0.79624,0.88922,-0.56431,-0.9112,-0.11631,0.02587,-1,0.5906,-0.375,0.23307,TB
0.60287,0.9235,0.79081,0.67563,0.89893,0.49068,1,-0.66504,-0.82439,0.022551,-0.10932,-1,0.7178,-0.56041,0.3872,TB
0.56523,0.58396,0.9715,0.98949,1,0.50196,0.948,-0.42978,-0.99459,0.021028,-0.42102,-1,0.66351,-0.61391,0.06255,TB
0.29025,0.45066,0.56541,0.82263,0.55778,0.65287,1,-0.36155,-1,0.5091,0.71122,-0.55759,0.82649,-0.10769,0.48539,TB
0.41879,0.64468,0.68855,0.73901,0.78076,0.35272,1,-0.1367,-0.55656,-0.011966,-0.38131,-1,0.48246,-0.7433,0.19846,TB
0.78513,0.9284,0.96306,0.88967,0.86664,0.68204,1,-0.5028,-1,-0.20148,-0.44109,-0.84407,0.84233,-0.82261,0.46471,TB
0.94899,0.95016,0.75931,1,0.84397,1,0.86978,-0.43958,-1,0.39836,0.065024,-0.91447,0.80698,-0.51586,-0.17745,TB
0.67485,0.95446,0.6633,0.63207,0.96562,0.64595,1,-0.65102,-1,0.042636,-0.62803,-0.79121,0.75899,-0.59707,0.53474,TB
0.90573,1,0.69097,0.76098,0.9023,0.54051,0.95653,-0.35439,-0.71789,-0.20223,-0.44213,-1,0.63616,-0.80735,-0.57247,TB
0.96637,0.78788,1,0.87104,0.59116,0.6505,0.92508,-0.53324,-0.53226,0.34546,0.15378,-1,0.79279,-0.65436,0.4372,TB
-0.56893,-0.37499,0.90329,0.61337,0.73814,-0.43115,1,0.17988,0.82568,0.4476,0.43508,-1,0.17505,0.086189,0.48077,TB
0.78066,0.77777,0.95886,1,0.8676,0.63614,0.97916,-0.44343,-0.83027,0.22113,0.21826,-1,0.61566,-0.63019,0.451,TB
0.73039,0.95183,0.90466,0.61629,1,0.76483,0.98071,-0.24289,-0.91455,0.067151,-0.39961,-1,0.66954,-0.8745,0.57896,TB
0.96289,0.98644,0.65578,1,0.94734,0.92946,0.92846,-0.43633,-1,0.24293,-0.21341,-0.66848,0.67806,-0.44576,-0.24624,TB
0.86808,0.68014,0.98453,0.56052,0.75213,0.61016,1,-0.52746,-0.77566,0.18702,0.68765,-1,0.99675,-0.71307,0.459,TB
0.81156,0.95101,0.83345,0.89902,0.76342,0.58424,1,-0.23769,-0.6629,0.15913,0.049909,-1,0.8334,-0.8607,0.47907,TB
0.85022,0.85814,0.8384,0.68118,0.98185,0.71217,1,-0.41883,-0.87721,0.45857,0.12272,-1,0.83954,-0.57396,-0.50899,TB
0.67204,0.82354,0.83886,0.85794,1,0.69633,0.94318,-0.37732,-1,0.34823,0.31607,-0.91519,0.80645,-0.75839,0.58802,TB
0.69634,0.88663,0.87079,0.56874,0.96462,0.62394,1,-0.40716,-0.73184,-0.0026869,-0.26589,-1,0.58468,-0.57427,-0.15663,TB
0.54615,0.80578,0.82709,0.73895,1,0.58521,0.86497,-0.38727,-0.9847,0.38078,0.29217,-1,0.84004,-0.96042,0.39653,TB
0.9186,0.57954,1,0.46317,0.62726,0.60761,0.92778,-0.47807,-0.60393,0.08009,-0.17978,-1,0.6966,-0.41668,0.22326,TB
0.41321,0.83666,0.91939,0.61577,1,0.43942,0.87696,-0.15681,-0.4044,0.096698,0.27859,-1,0.70789,-0.34179,0.54038,TB
0.421,0.88439,0.89582,0.57614,1,0.48907,0.93859,-0.012358,-0.59226,0.055543,-0.050974,-1,0.89939,-0.38749,0.5343,TB
0.61503,0.90225,0.90469,0.82792,1,0.50873,0.99571,-0.35544,-0.66605,0.25935,-0.086991,-1,0.69107,-0.36172,0.039274,TB
